CustomerID,tenure,Contract,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,SatisfactionScore,SupportCallsLast6Months,Data_Usage_Drop_Rate,Call_Drop_Rate,Slow_Speed_Days,Unresolved_Complaints,Churn
CUST1960,25,Month-to-month,81.85,2021.71,0,Yes,Yes,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,Bank transfer,2,1,0.81,0.018,19,0,1
CUST1961,9,Month-to-month,33.09,299.21,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,3,2,0.3,0.037,3,0,1
CUST1962,10,One year,34.15,314.97,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,2,3,0.55,0.013,22,1,1
CUST1963,11,Two year,82.43,938.65,0,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Credit card,4,1,0.06,0.034,1,0,0
CUST1964,46,Two year,104.69,4646.53,0,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Bank transfer,3,1,0.39,0.078,5,0,0
CUST1965,5,Two year,38.34,196.39,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,2,0,0.74,0.039,14,0,1
CUST1966,71,Two year,30.33,2131.81,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,2,1,0.73,0.04,11,0,0
CUST1967,25,Two year,22.95,540.6,0,Yes,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,3,1,0.33,0.031,4,0,0
CUST1968,68,Two year,53.95,3842.82,1,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,2,2,0.66,0.015,15,0,0
CUST1969,69,One year,103.9,6382.41,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Electronic check,4,0,0.21,0.006,0,0,0
CUST1970,42,One year,90.1,3542.73,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,No,Credit card,1,0,0.64,0.031,19,0,0
CUST1971,17,One year,57.23,877.57,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,4,2,0.18,0.012,1,0,0
CUST1972,53,Two year,98.08,4639.08,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,Electronic check,3,0,0.02,0.13,4,0,0
CUST1973,69,Month-to-month,74.74,5250.61,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer,3,0,0.1,0.008,3,0,0
CUST1974,6,One year,71.74,437.19,0,Yes,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,Bank transfer,4,0,0.26,0.017,1,0,0
CUST1975,33,One year,69.55,2209.55,0,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,3,1,0.11,0.017,2,0,0
CUST1976,40,Month-to-month,55.09,1929.97,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,3,3,0.63,0.016,4,2,1
CUST1977,54,Month-to-month,66.97,3784.32,0,No,Yes,Yes,No,DSL,No,No,Yes,No,No,Yes,Yes,Mailed check,2,0,0.58,0.034,12,0,0
CUST1978,48,Month-to-month,46.8,2049.8,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,3,2,0.01,0.017,1,0,0
CUST1979,59,Two year,65.93,4067.63,0,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,No,Mailed check,3,1,0.31,0.022,5,0,0
CUST1980,60,One year,50.5,3174.73,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,4,1,0.24,0.002,3,0,0
CUST1981,60,Two year,86.01,4844.04,0,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Bank transfer,2,0,0.47,0.001,21,0,0
CUST1982,14,Month-to-month,75.21,923.18,0,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,No,Electronic check,4,2,0.19,0.037,3,0,0
CUST1983,5,Month-to-month,81.08,417.73,0,Yes,No,Yes,Yes,DSL,No,No,Yes,No,No,No,Yes,Credit card,5,0,0.12,0.017,2,0,0
CUST1984,29,Month-to-month,111.88,2964.38,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer,4,0,0.05,0.019,4,0,0
CUST1985,29,Two year,113.72,3448.12,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,Bank transfer,4,3,0.49,0.018,2,2,0
CUST1986,5,Two year,49.47,250.04,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,3,1,0.2,0.011,3,0,0
CUST1987,38,Month-to-month,76.65,2766.03,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Credit card,3,4,0.67,0.028,1,1,1
CUST1988,27,Two year,64.73,1509.66,0,Yes,No,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,No,Mailed check,3,2,0.21,0.023,3,0,1
CUST1989,60,Month-to-month,103.64,6441.13,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,Bank transfer,1,0,0.4,0.006,11,0,1
CUST1990,71,Month-to-month,53.98,3302.59,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,3,3,0.49,0.019,3,0,0
CUST1991,17,Two year,56.24,893.89,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,4,1,0.36,0.001,5,0,0
CUST1992,15,Two year,94.0,1207.54,0,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Credit card,4,3,0.46,0.028,1,0,0
CUST1993,6,Month-to-month,67.41,367.55,0,No,No,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,Credit card,3,0,0.3,0.014,3,0,1
CUST1994,40,Month-to-month,106.65,3760.86,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,2,2,0.57,0.139,15,0,1
CUST1995,4,Month-to-month,46.63,187.71,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer,2,1,0.71,0.035,18,0,1
CUST1996,30,Two year,76.86,2080.16,0,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Yes,Bank transfer,4,1,0.2,0.024,2,0,0
CUST1997,18,Two year,75.72,1421.58,1,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,Bank transfer,1,0,0.44,0.004,8,0,0
CUST1998,22,Two year,75.96,1700.48,0,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Electronic check,2,1,0.66,0.008,8,0,1
CUST1999,34,Month-to-month,36.7,1222.1,1,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,5,4,0.41,0.013,1,0,0
CUST2000,4,One year,87.71,307.8,1,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,Credit card,1,5,0.5,0.064,11,0,1
CUST2001,4,Month-to-month,43.85,171.6,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,3,1,0.37,0.005,1,0,1
CUST2002,53,Two year,99.91,5273.71,1,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Yes,Bank transfer,3,1,0.17,0.027,5,0,0
CUST2003,32,One year,33.55,994.94,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,5,1,0.13,0.034,2,0,0
CUST2004,48,Month-to-month,34.98,1712.28,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,4,0,0.34,0.031,2,0,0
CUST2005,51,One year,45.24,2367.55,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,3,4,0.74,0.006,1,3,0
CUST2006,20,One year,75.97,1443.49,0,Yes,No,Yes,No,DSL,No,No,No,Yes,Yes,No,Yes,Bank transfer,3,2,0.01,0.031,3,0,0
CUST2007,19,One year,38.31,670.31,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card,2,4,0.44,0.016,22,3,1
CUST2008,27,One year,72.73,1777.2,1,No,No,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Credit card,2,0,0.46,0.011,12,0,0
CUST2009,39,One year,94.2,3672.37,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,No,Mailed check,3,3,0.68,0.009,4,0,0
CUST2010,24,Two year,92.79,1968.55,0,No,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Credit card,4,2,0.04,0.077,4,0,0
CUST2011,5,Month-to-month,66.51,318.95,0,No,Yes,No,No phone service,DSL,No,No,No,No,Yes,No,Yes,Mailed check,4,0,0.02,0.003,3,0,1
CUST2012,33,Two year,75.59,2534.78,0,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Electronic check,3,1,0.05,0.037,0,0,0
CUST2013,10,Two year,58.69,534.36,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,2,0,0.43,0.013,8,0,0
CUST2014,13,One year,47.68,624.89,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,1,3,0.75,0.004,15,1,0
CUST2015,39,One year,56.81,2086.81,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,3,1,0.35,0.037,0,0,0
CUST2016,61,Two year,100.65,6445.1,0,No,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card,2,2,0.45,0.002,13,0,1
CUST2017,43,Month-to-month,112.87,4127.36,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,Electronic check,3,1,0.28,0.028,4,0,1
CUST2018,68,One year,103.34,6265.67,0,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,No,Credit card,3,1,0.35,0.07,5,0,0
CUST2019,59,Month-to-month,99.45,6145.47,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Credit card,3,2,0.37,0.079,5,0,1
CUST2020,1,Month-to-month,17.01,14.92,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card,2,1,0.48,0.02,9,0,1
CUST2021,21,Month-to-month,70.46,1269.26,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,4,1,0.24,0.005,2,0,1
CUST2022,32,One year,32.91,1056.52,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,3,0,0.32,0.032,3,0,0
CUST2023,47,One year,30.47,1303.23,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,3,4,0.72,0.013,2,0,0
CUST2024,66,Month-to-month,30.73,1758.43,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,3,2,0.24,0.001,1,0,0
CUST2025,64,Two year,46.48,2897.71,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,5,1,0.36,0.036,5,0,0
CUST2026,43,Two year,97.75,4152.37,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer,3,0,0.24,0.001,0,0,0
CUST2027,50,One year,112.98,4867.84,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card,3,2,0.2,0.029,4,0,0
CUST2028,38,One year,85.1,2769.37,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Credit card,1,2,0.54,0.088,18,0,1
CUST2029,42,Two year,99.26,4091.51,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Bank transfer,3,1,0.23,0.037,0,0,0
CUST2030,68,One year,91.58,5326.26,0,No,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Electronic check,1,1,0.82,0.007,9,0,1
CUST2031,31,Two year,75.9,2250.14,0,Yes,No,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Credit card,5,1,0.07,0.002,0,0,0
CUST2032,32,Month-to-month,99.36,2881.14,0,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,Mailed check,3,1,0.14,0.084,5,0,1
CUST2033,19,Month-to-month,72.54,1293.11,0,Yes,No,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Bank transfer,2,0,0.41,0.03,15,0,1
CUST2034,14,Month-to-month,49.42,712.13,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,3,0,0.31,0.006,0,0,0
CUST2035,42,One year,42.28,1679.32,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,3,4,0.41,0.025,3,1,1
CUST2036,63,Month-to-month,40.25,2365.39,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,5,0,0.11,0.006,2,0,0
CUST2037,6,Month-to-month,32.97,177.77,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,4,0,0.1,0.014,5,0,0
CUST2038,27,Month-to-month,100.5,2779.06,1,No,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,Bank transfer,4,3,0.47,0.012,3,1,0
CUST2039,48,Month-to-month,73.21,3358.71,0,Yes,No,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,Credit card,3,2,0.06,0.011,4,0,1
CUST2040,40,One year,22.66,938.81,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,4,0,0.26,0.035,1,0,0
CUST2041,54,Two year,102.37,5424.88,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Mailed check,5,0,0.31,0.02,4,0,0
CUST2042,1,One year,94.06,92.76,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,Credit card,5,5,0.46,0.018,5,3,1
CUST2043,35,One year,94.77,3405.37,0,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Credit card,4,0,0.37,0.002,5,0,0
CUST2044,17,One year,97.76,1644.41,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,No,Mailed check,3,3,0.69,0.037,3,3,1
CUST2045,72,One year,112.49,7009.84,0,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,Bank transfer,4,1,0.04,0.036,5,0,0
CUST2046,7,Month-to-month,47.7,317.8,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,1,0,0.55,0.021,9,0,1
CUST2047,28,One year,100.25,2437.16,0,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Credit card,5,0,0.35,0.122,3,0,0
CUST2048,27,One year,38.45,900.11,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,3,3,0.57,0.014,5,1,0
CUST2049,21,One year,68.0,1319.36,0,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Credit card,3,0,0.1,0.026,4,0,0
CUST2050,19,Month-to-month,110.77,1932.46,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,Credit card,2,3,0.48,0.097,23,1,1
CUST2051,9,Two year,88.32,822.52,0,Yes,No,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,2,2,0.4,0.033,23,0,0
CUST2052,61,One year,87.93,4610.72,1,No,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,No,Electronic check,2,3,0.46,0.012,12,1,1
CUST2053,62,Two year,23.54,1275.68,0,Yes,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card,3,2,0.04,0.015,4,0,0
CUST2054,59,One year,97.77,5681.29,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,4,1,0.3,0.155,1,0,0
CUST2055,12,Two year,83.16,913.85,0,No,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Yes,Bank transfer,4,0,0.03,0.028,1,0,0
CUST2056,52,One year,34.07,1618.8,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,3,2,0.14,0.036,4,0,0
CUST2057,37,Two year,70.46,2324.25,0,No,No,No,No phone service,Fiber optic,No,No,No,No,Yes,No,No,Credit card,5,4,0.71,0.095,2,0,0
CUST2058,34,Two year,65.35,1926.84,0,Yes,Yes,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,Credit card,1,3,0.53,0.033,21,2,0
CUST2059,26,Two year,86.79,2155.59,0,Yes,No,Yes,Yes,DSL,No,No,No,No,Yes,Yes,No,Mailed check,3,0,0.22,0.021,5,0,0
CUST2060,69,Month-to-month,73.87,4765.41,0,No,Yes,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,Mailed check,2,1,0.48,0.037,6,0,0
CUST2061,11,Month-to-month,76.47,854.33,0,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Credit card,5,0,0.14,0.022,1,0,1
CUST2062,56,One year,65.58,3656.67,0,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Yes,Credit card,3,1,0.19,0.035,4,0,0
CUST2063,51,Month-to-month,15.49,786.63,0,Yes,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,3,3,0.69,0.018,3,0,0
CUST2064,66,Two year,36.5,2137.87,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,5,2,0.35,0.022,4,0,1
CUST2065,38,Two year,33.05,1148.57,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,3,1,0.12,0.022,1,0,0
CUST2066,4,One year,94.15,385.11,0,No,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Electronic check,4,1,0.04,0.021,0,0,0
CUST2067,40,Two year,97.79,4101.25,1,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,3,2,0.3,0.001,0,0,0
CUST2068,9,Two year,42.86,354.47,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,5,0,0.33,0.016,1,0,0
CUST2069,72,Month-to-month,106.48,7073.9,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Mailed check,3,3,0.69,0.127,2,3,1
CUST2070,51,Two year,39.86,1812.61,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,3,1,0.15,0.01,5,0,0
CUST2071,49,Two year,103.58,4476.54,0,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Credit card,3,1,0.17,0.012,2,0,0
CUST2072,59,One year,104.51,5772.23,1,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Yes,Credit card,3,1,0.21,0.031,2,0,0
CUST2073,8,One year,33.94,240.14,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,5,2,0.08,0.002,3,0,0
CUST2074,19,Two year,70.77,1178.61,0,No,No,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Bank transfer,4,0,0.39,0.007,4,0,1
CUST2075,27,One year,79.5,1867.7,1,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,Electronic check,2,2,0.66,0.011,11,0,1
CUST2076,34,Month-to-month,47.27,1437.93,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,2,2,0.56,0.012,8,0,1
CUST2077,56,Month-to-month,37.15,2082.81,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,2,1,0.41,0.031,10,0,1
CUST2078,59,Month-to-month,82.66,4314.92,0,Yes,No,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Credit card,3,1,0.21,0.02,5,0,0
CUST2079,21,Month-to-month,58.46,1190.27,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,5,1,0.19,0.002,2,0,0
CUST2080,70,Month-to-month,82.0,4982.84,0,No,Yes,Yes,No,DSL,No,Yes,No,No,No,Yes,Yes,Credit card,2,0,0.47,0.024,13,0,0
CUST2081,47,Month-to-month,47.42,2063.19,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,2,2,0.45,0.013,24,0,1
CUST2082,11,Two year,30.76,331.81,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,2,5,0.62,0.005,9,0,1
CUST2083,15,Two year,94.78,1441.63,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,No,Mailed check,2,0,0.65,0.036,16,0,1
CUST2084,62,Month-to-month,71.36,3769.83,1,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,Bank transfer,5,0,0.3,0.015,4,0,0
CUST2085,64,Two year,50.06,3013.27,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,3,0,0.3,0.011,4,0,0
CUST2086,59,Two year,102.43,5515.87,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer,2,1,0.43,0.006,6,0,0
CUST2087,69,Two year,57.63,3914.53,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,3,2,0.25,0.009,0,0,0
CUST2088,12,Two year,42.96,482.36,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card,2,0,0.56,0.003,9,0,0
CUST2089,61,Month-to-month,87.2,5352.26,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Yes,Electronic check,4,2,0.31,0.01,2,0,0
CUST2090,45,One year,96.69,4047.17,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,2,1,0.77,0.098,13,0,0
CUST2091,48,One year,98.34,4919.91,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,No,Mailed check,3,3,0.8,0.017,5,0,1
CUST2092,59,One year,80.01,4308.19,0,No,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Bank transfer,3,2,0.23,0.036,0,0,0
CUST2093,71,Two year,80.59,5672.62,1,No,No,Yes,No,DSL,No,Yes,No,No,No,Yes,No,Electronic check,5,0,0.25,0.019,0,0,0
CUST2094,6,One year,76.67,482.0,0,No,No,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Credit card,3,0,0.32,0.013,3,0,0
CUST2095,67,Two year,103.35,6601.47,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Yes,Credit card,1,2,0.7,0.148,6,0,0
CUST2096,41,One year,77.18,2827.64,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,Yes,No,Electronic check,5,1,0.03,0.034,1,0,0
CUST2097,7,One year,39.88,247.81,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,4,0,0.15,0.032,5,0,0
CUST2098,31,Month-to-month,89.5,2743.89,0,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Bank transfer,5,3,0.51,0.023,0,0,0
CUST2099,28,Two year,46.67,1293.84,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,2,2,0.8,0.025,14,0,0
CUST2100,14,Two year,72.79,1024.36,0,Yes,No,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Mailed check,3,0,0.3,0.019,3,0,0
CUST2101,44,Two year,74.22,3191.26,0,Yes,No,Yes,No,DSL,No,No,Yes,No,No,No,No,Credit card,4,1,0.37,0.037,3,0,0
CUST2102,28,Two year,99.7,2900.53,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Mailed check,1,2,0.8,0.075,7,0,1
CUST2103,32,Month-to-month,45.8,1295.06,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,4,2,0.33,0.006,5,0,1
CUST2104,48,Month-to-month,43.15,2166.42,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,3,1,0.24,0.023,0,0,0
CUST2105,45,Month-to-month,59.8,2655.68,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,3,1,0.32,0.015,0,0,1
CUST2106,26,One year,78.47,1804.89,0,Yes,No,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,No,Bank transfer,2,1,0.5,0.023,8,0,0
CUST2107,70,Month-to-month,42.98,2558.63,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,3,0,0.29,0.011,1,0,0
CUST2108,30,Month-to-month,99.55,2644.01,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Mailed check,5,4,0.65,0.018,1,0,0
CUST2109,45,Month-to-month,38.54,1787.82,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,4,1,0.13,0.013,0,0,0
CUST2110,34,One year,82.55,2926.19,1,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Mailed check,3,2,0.24,0.01,0,0,0
CUST2111,14,One year,48.16,584.0,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,5,0,0.2,0.032,5,0,0
CUST2112,62,One year,89.09,5462.04,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Credit card,5,1,0.35,0.113,2,0,0
CUST2113,36,One year,76.44,2796.66,0,Yes,No,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Bank transfer,3,0,0.13,0.018,2,0,0
CUST2114,31,Two year,93.14,2777.21,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,No,Credit card,1,1,0.55,0.001,8,0,1
